company_name;salary
Сигма;87700
Hikvision;127000
Hikvision;136200
Ростелеком;88000
IBS;117500
Hikvision;20300
Тринити;21500
TerraLink;43700
IBS;103000
Гринатом;43500
Эвотор;52200
Аквариус;109700
Инлайн Груп;28800
Микрон;138200
Ростелеком;43500
Hikvision;76000
iCore;44900
Микрон;32800
Форс;149700
Форс;31400
ХайТэк;124700
Atos;135800
Сигма;69300
Лига Цифровой Экономики;75700
Эвотор;14000
Oracle;56200
Форс;127800
Angara;111700
TerraLink;49900
IBS;101000
Лига Цифровой Экономики;41000
Тринити;39800
iCore;75500
Сател;42100
Инлайн Груп;75900
Информзащита;27800
Itransition;10400
OFT group;72400
Форс;20900
Микрон;131400
Гринатом;59000
Philax;119200
АйТеко;114500
Информзащита;22500
Инфосистемы Джет;39200
Softline;123800
Ростелеком;44500
Ситроникс;63600
Oracle;149400
Микрон;46500
Сател;40300
АйТеко;77300
АйТеко;141800
Тринити;70400
ИнфоТеКС;53300
Сател;125000
Инлайн Груп;107100
Микрон;59500
Лига Цифровой Экономики;73800
Philax;106500
АйТеко;66000
iCore;17100
TerraLink;41500
OFT group;13000
Ростелеком;10700
Лига Цифровой Экономики;36100
Atos;45300
TerraLink;117200
Oracle;149100
Форс;79400
Ситроникс;30000
Инлайн Груп;41600
Информзащита;53200
Форс;48300
Форс;134800
Hikvision;127900
Элтекс;26800
Oracle;129100
Форс;65700
iCore;51200
Информзащита;24600
Инфосистемы Джет;46200
ХайТэк;81300
Тринити;12500
Сател;115700
TerraLink;54900
OFT group;119500
Ситроникс;139400
Элтекс;118900
Softline;31200
АйТеко;71900
OFT group;71100
TerraLink;115500
Лига Цифровой Экономики;47500
ХайТэк;106600
Itransition;22000
Эвотор;45700
Лига Цифровой Экономики;79600
Гринатом;124700
OCS Distribution;49400
Элтекс;61000
Ростелеком;131100
Инлайн Груп;118100
iCore;123200
АйТеко;42300
Ростелеком;110700
Тринити;124900
Тринити;106300
ИнфоТеКС;109800
Ситроникс;120500
Atos;57100
Сател;95900
Itransition;26800
IBS;62200
IBS;70400
Форс;40300
TerraLink;21500
Сател;48900
Микрон;90700
Эвотор;92900
Сигма;78000
Oracle;143100
Информзащита;56100
Инлайн Груп;122000
Инфосистемы Джет;38700
Hikvision;116900
Аквариус;109000
АйТеко;84500
Элтекс;86200
IBS;142900
Angara;111600
Информзащита;10300
Angara;137100
Atos;25500
Itransition;44300
OFT group;51000
IBS;57300
Ростелеком;57700
Инфосистемы Джет;65400
TerraLink;33900
Ростелеком;13200
Сигма;138000
Philax;54100
Сател;64000
Лига Цифровой Экономики;115800
Angara;71200
Ростелеком;149400
OCS Distribution;46600
Гринатом;144800
ИнфоТеКС;96300
Atos;74600
Angara;27500
ХайТэк;101200
Микрон;75500
Форс;131100
Сател;108500
Информзащита;130900
IBS;145900
Ростелеком;22900
Oracle;21100
Сигма;29900
Angara;84400
Ситроникс;17400
Информзащита;71700
Лига Цифровой Экономики;140600
OFT group;83300
Ростелеком;53800
Гринатом;133500
Информзащита;133400
IBS;141300
Тринити;101500
Форс;45300
Тринити;75500
Atos;26300
Форс;12400
АйТеко;84400
Микрон;58400
ХайТэк;116700
Лига Цифровой Экономики;63400
Лига Цифровой Экономики;35300
Форс;57300
ИнфоТеКС;77700
Сигма;75100
Itransition;16700
IBS;75600
Инфосистемы Джет;38100
Сигма;68600
ХайТэк;128700
iCore;44700
Hikvision;143800
Инфосистемы Джет;145300
OCS Distribution;109000
Форс;45100
Angara;41600
Philax;118100
iCore;60500
Микрон;79200
Эвотор;96100
Микрон;71200
Itransition;30500
Ситроникс;108100
Atos;12000
АйТеко;138000
Сигма;98400
Гринатом;45300
АйТеко;132800
Angara;118800
Hikvision;60400
Ростелеком;128300
Тринити;59900
Инлайн Груп;75500
IBS;99700
TerraLink;36700
Itransition;132500
iCore;50800
IBS;146700
Ростелеком;51100
Гринатом;110600
Эвотор;132200
Элтекс;63100
Тринити;110800
Ситроникс;27900
Аквариус;148700
Лига Цифровой Экономики;11800
Инлайн Груп;85300
Ростелеком;150000
Сател;104200
Itransition;97300
OFT group;57000
Philax;133500
Элтекс;20600
Softline;106400
OCS Distribution;34200
ИнфоТеКС;130500
Форс;97500
Angara;92100
Инфосистемы Джет;87700
Сигма;61200
Эвотор;58000
TerraLink;35900
Hikvision;54900
Hikvision;56700
Инфосистемы Джет;75100
Angara;27200
ИнфоТеКС;26100
Atos;120900
Oracle;56800
АйТеко;55400
Инфосистемы Джет;130400
Сигма;135700
ИнфоТеКС;144100
Гринатом;40300
ХайТэк;47000
Ситроникс;56800
Аквариус;127500
OCS Distribution;99700
Тринити;84700
Oracle;115500
Тринити;115700
Лига Цифровой Экономики;11500
Сигма;44100
iCore;56000
Эвотор;16500
Сигма;37400
IBS;16700
iCore;11000
iCore;100700
Сигма;147600
Ростелеком;16700
OFT group;149600
Ситроникс;114800
Atos;40600
Элтекс;45700
Информзащита;92200
Информзащита;13100
Лига Цифровой Экономики;30900
Тринити;57400
Oracle;69400
ХайТэк;92600
Эвотор;13100
Информзащита;119400
ИнфоТеКС;61800
Сател;21900
iCore;18100
OFT group;42500
IBS;35000
Philax;38300
Softline;132300
Эвотор;29500
iCore;135500
Аквариус;26000
Форс;46800
iCore;106500
АйТеко;46000
Аквариус;60400
Микрон;123300
Oracle;15800
Сател;41900
Angara;102900
Hikvision;83300
ИнфоТеКС;121400
OCS Distribution;84200
Микрон;132800
Hikvision;95300
OFT group;124500
TerraLink;105700
Сигма;105300
Микрон;94100
Информзащита;50900
TerraLink;72900
Itransition;134600
TerraLink;106800
Инлайн Груп;117700
АйТеко;49100
Эвотор;37400
АйТеко;38800
Лига Цифровой Экономики;13700
Oracle;36000
Softline;61200
Сигма;33000
Hikvision;63600
Ростелеком;69900
Лига Цифровой Экономики;54700
Angara;71000
Форс;30800
АйТеко;146500
OFT group;109500
Ростелеком;117200
TerraLink;89700
Инфосистемы Джет;10000
Softline;53100
Philax;136600
iCore;71800
Philax;107000
Softline;69900
Ростелеком;144600
iCore;122900
Сател;36600
Микрон;140800
ИнфоТеКС;73400
Тринити;72400
Инлайн Груп;43200
OFT group;15400
Ростелеком;16600
Гринатом;43300
iCore;44600
АйТеко;116800
Тринити;72000
Инфосистемы Джет;121100
IBS;37500
Инлайн Груп;87200
Angara;17300
ИнфоТеКС;58600
iCore;75900
Элтекс;58800
Форс;90800
Гринатом;140600
Форс;15200
Форс;127700
iCore;40200
iCore;59000
Элтекс;80600
Сател;99300
Инфосистемы Джет;20400
Инлайн Груп;48600
Элтекс;63300
Микрон;19800
Форс;136100
Сател;139700
Аквариус;120800
Аквариус;69900
Philax;18500
Инфосистемы Джет;64800
Тринити;17800
Микрон;86700
Аквариус;71800
Гринатом;53300
Инлайн Груп;89700
Ситроникс;109200
IBS;121800
Форс;24900
Hikvision;45800
OFT group;78700
Hikvision;86600
Сател;100500
Инфосистемы Джет;37100
Элтекс;42200
Информзащита;139600
Oracle;116000
Atos;97900
Элтекс;144900
OFT group;99500
Инфосистемы Джет;25700
OFT group;85400
Элтекс;77100
Softline;145500
Микрон;12500
Angara;127100
Softline;24300
Лига Цифровой Экономики;109300
Информзащита;79300
Hikvision;104700
TerraLink;74700
Микрон;88700
Hikvision;73900
TerraLink;67700
iCore;21200
Форс;96000
IBS;145800
Аквариус;47500
ИнфоТеКС;60800
Форс;43400
TerraLink;15000
Форс;27100
Сател;37800
ИнфоТеКС;81300
ИнфоТеКС;17500
iCore;144200
Ситроникс;113900
Элтекс;52400
IBS;95800
Atos;65600
ХайТэк;36800
Гринатом;144200
Микрон;42200
Инлайн Груп;122300
Инлайн Груп;139500
Гринатом;75200
Информзащита;112100
OCS Distribution;101400
Ростелеком;94600
iCore;37200
Инлайн Груп;97000
ИнфоТеКС;62300
iCore;37300
Лига Цифровой Экономики;104800
Эвотор;18100
Элтекс;113800
Сател;132100
OCS Distribution;68900
Аквариус;109600
Инфосистемы Джет;87900
Информзащита;103400
Форс;123100
Philax;90500
ИнфоТеКС;123300
Softline;23300
Ростелеком;138500
Oracle;44000
Инлайн Груп;37700
OCS Distribution;63900
Форс;138100
Сател;82600
Ситроникс;46000
Itransition;109600
Philax;71400
Softline;90500
Atos;115400
АйТеко;89100
Эвотор;49900
IBS;88500
Ростелеком;120700
Микрон;71500
OFT group;19700
Ростелеком;30100
Инлайн Груп;124900
Philax;140700
Аквариус;22100
Форс;58800
Сигма;64100
Hikvision;39100
Лига Цифровой Экономики;20200
TerraLink;62500
Лига Цифровой Экономики;54300
Аквариус;36100
Atos;15400
Аквариус;53600
Ситроникс;138600
АйТеко;76100
TerraLink;148400
Itransition;70000
Сател;80000
Гринатом;62100
Atos;144500
Лига Цифровой Экономики;48800
Инлайн Груп;84000
Hikvision;57300
Ростелеком;29100
OCS Distribution;87900
Itransition;116700
ХайТэк;89700
Hikvision;12600
Гринатом;125600
Сател;11800
Инфосистемы Джет;105000
Oracle;120600
Oracle;83800
Itransition;85800
Форс;52000
OCS Distribution;89800
Philax;80200
Эвотор;86300
TerraLink;143600
АйТеко;139500
Ростелеком;74200
iCore;61500
Ситроникс;134700
Микрон;60800
Itransition;52900
Ростелеком;128600
ИнфоТеКС;99500
ХайТэк;70600
Микрон;53700
Сигма;105900
Philax;87700
Ситроникс;127700
Сигма;48800
Ситроникс;99100
Atos;133900
Philax;93200
Oracle;33800
АйТеко;134300
OFT group;125400
Сигма;101600
Элтекс;105600
ИнфоТеКС;140900
Элтекс;147700
